ID;rem;alt;slo;rain;coast;land;pres
1441;3,52552;426;32,81712;3279,23633;0,06535;2;0
1442;3,48474;414;27,58863;3269,6897;0,06376;2;0
1443;3,49942;396;11,60369;3289,57837;0,06289;2;0
1444;2,81419;609;27,95562;2773,26978;0,07514;1;0
1445;2,89676;582;20,70271;2745,42554;0,07279;1;0
1446;2,8348;589;8,48872;2692,12402;0,0715;2;0
1447;2,88399;598;28,35661;2664,28003;0,06916;2;0
1448;2,77439;609;11,00997;2609,38745;0,0696;2;0
1449;2,80581;310;6,1597;2758,94995;0,06503;2;0
1450;2,97558;393;21,42866;2846,45972;0,06621;2;0
1451;2,89464;314;10,69519;2875,09937;0,06506;2;0
1452;2,77689;296;5,68224;2823,38892;0,06385;2;0
1453;2,56719;336;21,76205;2803,50049;0,06149;3;0
1454;2,99878;429;26,49989;3154,33569;0,05934;2;0
1455;2,77141;442;26,35998;3105,80737;0,05794;2;0
1456;2,78156;399;21,54425;3098,64746;0,05634;2;0
1457;2,32148;430;22,47194;3022,27515;0,05425;2;0
1458;2,19443;436;18,05406;2969,76929;0,05287;2;0
1459;2,75657;331;19,60304;3093,07886;0,05475;2;0
1460;2,74544;318;19,08692;3058,07471;0,05289;2;0
1461;2,91683;264;15,73178;3074,78125;0,05204;2;0
1462;3,06403;231;7,15382;3114,55859;0,05195;2;0
1463;3,14498;208;14,81357;3133,65161;0,05119;2;0
1464;3,07582;181;15,09929;3124,90063;0,04816;2;0
1465;3,23377;202;10,91449;3194,90845;0,04829;2;0
1466;3,38735;259;22,37704;3260,14331;0,04899;2;0
1467;3,49387;354;16,59464;3303,10254;0,05079;2;0
1468;3,57293;376;17,06454;3360,38184;0,05206;2;0
1469;2,80443;164;14,38776;3044,55054;0,04524;2;0
1470;2,70096;154;7,13416;3023,0708;0,04337;2;0
1471;2,78015;185;8,42837;3022,27515;0,0419;2;0
1472;2,67838;137;7,10131;3005,56885;0,04004;2;0
1473;2,53427;110;11,23059;2990,45337;0,0389;2;0
1474;1,69821;117;15,09924;2941,92529;0,02886;2;0
1475;0,78089;123;7,43595;2934,76538;0,02558;2;0
1476;1,33066;196;14,37863;2996,81787;0,02616;3;0
1477;1,81797;243;19,17496;3000;0,02705;3;0
1478;1,82077;276;22,20977;3000;0,02528;2;0
1479;5,28516;219;11,3071;6898,64844;0,00363;2;0
1480;5,39418;286;13,75206;6857,38623;0,0045;2;0
1481;5,48355;320;11,66968;6832,95947;0,00449;2;0
1482;5,59021;369;13,43927;6796,49756;0,00326;2;0
1483;5,30682;1590;14,90757;3509,14868;0,07753;1;0
1484;3,64828;33;8,95617;5238,15479;0,0022;2;0
1485;3,61783;54;9,01793;5258,24805;0,00383;2;0
1486;3,74398;91;21,8913;5325,60693;0,00464;2;0
1487;3,81692;95;31,0113;5332,52441;0,0031;2;0
1488;3,91275;104;22,39604;5338,29492;0,00162;2;0
1489;3,85727;466;15,56618;5741,05029;0,03461;1;0
1490;3,85579;404;23,61598;5708,83057;0,03294;1;0
1491;3,73297;308;18,05647;5624,10498;0,03047;1;0
1492;3,71566;406;31,1837;5617,74072;0,03218;1;0
1493;3,57221;531;6,91412;5561,65479;0,03318;1;0
1494;2,72988;639;19,04613;2556,88135;0,02641;1;0
1495;2,65312;546;32,94724;2571,99683;0,02514;2;0
1496;2,51471;480;35,00963;2557,677;0,02353;2;0
1497;2,36205;442;24,82478;2534,6062;0,02114;2;0
1498;2,25458;401;30,97771;2519,49097;0,01956;2;0
1499;1,29235;404;15,77294;3241,05005;0,0242;3;0
1500;1,88081;436;21,50764;3272,07642;0,02648;2;0
1501;2,10559;439;19,14931;3291,16943;0,028;2;0
1502;1,80631;413;13,8291;3235,4812;0,02614;2;0
1503;1,71544;422;17,29373;3139,22046;0,02475;1;0
1504;2,38036;512;13,93086;3812,25146;0,0391;2;0
1505;2,55095;523;15,64094;3832,93555;0,04049;1;0
1506;2,42636;460;13,46893;3939,53857;0,04052;1;0
1507;2,76657;551;30,0188;3810,6604;0,04148;1;0
1508;2,96257;566;38,17791;3829,75342;0,04292;1;0
1509;3,71217;491;23,90325;4982,49805;0,05234;1;0
1510;3,74836;556;28,58024;4893,39697;0,05255;1;0
1511;3,48234;454;12,82904;4954,65381;0,04986;2;0
1512;3,35964;479;28,11671;4844,07324;0,0484;1;0
1513;3,21151;406;28,28593;4821,00244;0,04674;2;0
1514;3,38643;196;18,76698;5404,13672;0,04627;1;0
1515;3,53193;192;22,94352;5447,8916;0,04768;1;0
1516;3,73461;239;21,7927;5465,7915;0,0501;1;0
1517;3,89552;271;20,2617;5443,11865;0,05192;1;0
1518;4,03438;289;6,15966;5484,48682;0,05335;1;0
1519;3,82404;329;27,75711;5707,23926;0,04403;1;0
1520;3,72426;257;14,00975;5721,16162;0,04229;1;0
1521;3,98153;338;19,9259;5838,50439;0,04213;1;0
1522;4,17803;379;18,57869;5916,46777;0,04163;1;0
1523;4,26105;424;18,66092;5979,71338;0,04002;1;0
1524;1,44655;102;13,51822;5285,54785;0,00368;2;0
1525;1,77478;105;13,66167;5289,74365;0,00229;2;0
1526;1,99588;101;24,81884;5320,5127;0,00133;2;0
1527;1,58338;125;13,83858;5344,87158;0,00241;2;0
1528;0,7698;133;2,0731;5336,67773;0,00468;2;0
1529;1,04138;425;24,21965;1795,94275;0,02331;3;0
1530;1,35671;470;26,10962;1830,54895;0,02513;2;0
1531;1,91035;549;31,59645;1869,13281;0,02747;2;0
1532;1,91983;506;41,16148;1909,30786;0,02879;2;0
1533;2,24615;574;27,20681;1947,89185;0,03047;2;0
1534;2,27679;628;35,64194;2009,94434;0,0305;2;0
1535;2,46347;687;31,65016;2082,33887;0,03235;1;0
1536;2,60543;765;19,41075;2155,92676;0,0342;1;0
1537;2,71896;822;23,61105;2200,07959;0,03582;1;0
1538;2,88554;882;14,41529;2264,12085;0,03767;1;0
1539;3,40942;974;21,0163;2695,3064;0,03615;1;0
1540;3,51507;1060;21,50237;2704,85278;0,03768;1;0
1541;3,52355;1114;18,05423;2715,99048;0,03923;1;0
1542;3,618;1198;19,97466;2731,10571;0,04155;1;0
1543;3,69306;1265;21,35299;2783,61182;0,04341;1;0
1544;5,37954;550;18,43533;4626,09375;0,06524;1;0
1545;5,57475;609;15,81662;4598,25;0,06614;1;0
1546;5,63435;666;18,0008;4568,81445;0,06708;1;0
1547;5,64107;714;23,90806;4505,9668;0,06691;1;0
1548;5,6353;797;32,19426;4443,91406;0,0668;1;1
1549;4,66746;350;24,39733;5609,38721;0,05698;1;0
1550;4,77541;409;20,7548;5610,97852;0,05863;1;0
1551;4,98377;521;22,93361;5609,38721;0,0611;1;0
1552;5,05474;535;9,01791;5688,54395;0,0617;1;0
1553;5,0966;518;11,2225;5772,07617;0,06089;1;0
1554;5,2325;494;7,9279;5897,37451;0,06019;1;0
1555;5,09084;448;17,97762;5858,79102;0,05926;1;0
1556;4,98288;396;14,31746;5902,5459;0,05742;1;0
1557;4,8141;350;19,03959;5858,39307;0,05652;1;0
1558;4,6975;301;23,73885;5810,66016;0,05557;1;0
1559;0;322;14,47914;1694,51074;0,03857;3;0
1560;0;343;12,67484;1678,99756;0,03742;3;0
1561;0;371;13,58379;1710,42163;0,03761;3;0
1562;0;390;20,13807;1741,8457;0,03924;3;0
1563;0;418;16,03559;1742,64124;0,03788;3;0
1564;3,95436;1551;25,72047;2694,51074;0,05838;1;0
1565;3,84594;1450;36,47676;2658,71118;0,05849;1;0
1566;3,74998;1353;32,72739;2625,29834;0,05822;1;0
1567;3,60565;1266;25,96737;2559,26807;0,05727;1;0
1568;3,44826;1171;20,93096;2548,92603;0,0587;1;0
1569;5,40383;1666;17,63146;3505,96655;0,07253;1;0
1570;5,39541;1695;11,48602;3447,09619;0,07119;1;0
1571;5,3684;1742;6,34776;3388,22583;0,06975;1;0
1572;5,36124;1721;4,58642;3364,35962;0,06789;1;0
1573;5,41758;1775;27,03771;3339,69775;0,06602;1;0
1574;5,66561;747;19,80342;4505,9668;0,06763;1;1
1575;5,65467;850;25,69952;4411,29688;0,06785;1;1
1576;5,70359;766;26,10392;4504,37549;0,06907;1;0
1577;5,73606;682;32,96987;4535,40186;0,07021;1;0
1578;5,6876;641;31,40615;4599,84082;0,06964;1;1
1579;5,62735;457;19,58854;5529,0376;0,07176;1;1
1580;5,64878;490;14,37865;5451,07422;0,07336;1;1
1581;5,66123;516;7,01502;5390,61279;0,07397;1;0
1582;5,69547;542;8,6404;5404,93262;0,07521;1;1
1583;5,71098;587;21,1499;5458,23389;0,07503;1;1
1584;5,66492;653;12,60394;5711,21729;0,07108;1;0
1585;5,66043;629;20,4926;5804,69385;0,06955;1;1
1586;5,63214;578;16,27988;5865,95068;0,06769;1;0
1587;5,68465;477;17,67663;5929,59424;0,06842;1;1
1588;5,65392;624;18,41043;5814,63818;0,06882;1;0
1589;0,80138;520;21,01049;1789,97607;0,04478;2;0
1590;0;510;34,42651;1792,36279;0,04617;2;0
1591;0,77002;394;18,18544;1745,82336;0,04486;3;0
1592;0;381;14,2898;1743,43677;0,04343;3;0
1593;0,77084;381;24,62916;1757,75659;0,04247;3;0
1594;3,3241;1140;19,54493;2513,12646;0,05852;1;0
1595;3,06009;1050;22,31469;2441,52734;0,05824;2;0
1596;3,50486;1118;19,88533;2606,20532;0,06054;1;0
1597;3,65361;1162;28,87158;2668,25781;0,0619;1;0
1598;2,9175;984;21,11608;2354,01758;0,05578;2;0
1599;5,12857;1476;26,48782;3401,75024;0,08065;1;0
1600;5,19155;1524;29,34298;3414,479;0,07979;1;0
1601;5,21948;1570;14,55143;3425,61646;0,07894;1;0
1602;5,2641;1580;9,6837;3442,323;0,07762;1;0
1603;5,18184;1522;14,7605;3369,13281;0,07708;1;0
1604;5,48598;1089;25,50406;3773,26978;0,08934;1;0
1605;5,55046;1203;22,59031;3832,93555;0,0907;1;1
1606;5,59977;1235;18,09114;3898,17017;0,09197;1;1
1607;5,55705;1344;29,02408;3910,89893;0,09381;1;1
1608;5,5405;1127;25,55672;3863,16626;0,0883;1;1
1609;5,75043;876;18,3313;4196,49951;0,09069;1;0
1610;5,76898;843;19,97467;4245,82324;0,09129;1;1
1611;5,76522;798;23,16919;4285,60059;0,09268;1;0
1612;5,72981;806;19,99286;4287,19189;0,09454;1;1
1613;5,69309;825;28,18351;4288,78271;0,0964;1;0
1614;5,90486;632;9,61218;4692,12402;0,10177;1;1
1615;5,94322;583;19,207;4785,99854;0,10225;1;0
1616;5,95874;563;14,62945;4771,67871;0,10412;1;0
1617;5,90425;632;14,14126;4743,83447;0,09958;1;0
1618;5,9342;584;7,82139;4798,72705;0,09853;1;0
1619;5,91809;676;28,7224;5377,08838;0,09908;1;1
1620;5,93829;617;25,10604;5418,45654;0,09747;1;1
1621;5,97757;566;12,52902;5393,79492;0,09713;1;0
1622;5,97663;510;14,10691;5347,65332;0,09761;1;0
1623;5,94571;503;17,13637;5310,2627;0,0992;1;0
1624;5,81712;1002;14,82242;6216,38818;0,08137;1;1
1625;5,7699;950;9,27544;6264,12109;0,08089;1;0
1626;5,74444;948;17,17339;6252,9834;0,08239;1;0
1627;5,79679;952;13,25623;6199,28418;0,08284;1;1
1628;5,76565;964;12,432;6309,4668;0,0791;1;0
1629;2,26072;1086;14,0349;1912,49011;0,05505;1;0
1630;2,31726;1039;8,94064;1883,85046;0,05319;2;0
1631;2,35067;1026;21,12187;1856,00635;0,05166;1;0
1632;2,25783;1024;3,61405;1861,9729;0,05174;2;0
1633;2,1025;1005;11,97135;1889,81702;0,05329;2;0
1634;3,22851;1025;24,46292;3303,10254;0,10222;1;0
1635;3,47741;1122;36,64292;3333,33325;0,10109;1;0
1636;3,68209;1237;20,27164;3361,9729;0,09999;1;0
1637;3,73348;1304;12,50752;3293,55615;0,09756;1;0
1638;3,58751;1274;20,98033;3229,11694;0,09689;1;0
1639;5,70188;963;20,00712;4343,67529;0,10187;1;0
1640;5,73989;971;14,19409;4377,08838;0,10331;1;1
1641;5,77082;940;17,29603;4407,31885;0,10476;1;1
1642;5,75083;930;3,22447;4392,20361;0,10662;1;1
1643;5,76031;928;14,2898;4417,66113;0,10808;1;1
1644;5,93628;424;10,87687;5044,55029;0,10322;1;0
1645;5,90133;338;34,75045;4981,70264;0,10478;1;0
1646;5,90275;276;11,06351;4926,01416;0,10537;1;0
1647;5,86936;260;2,8481;4916,46777;0,10475;1;0
1648;5,83235;248;13,72952;4875,89502;0,10304;1;0
1649;5,88044;355;31,50744;5030,23047;0,10343;1;0
1650;5,81854;369;29,13981;4953,06299;0,10114;1;1
1651;5,8647;450;21,12172;5081,94092;0,1022;1;0
1652;5,89057;472;19,38111;5196,49951;0,10209;1;1
1653;5,87243;520;16,70218;5217,97949;0,10035;1;0
1654;3,05876;1385;9,61219;2268,09863;0,07577;1;0
1655;2,94841;1365;0,61833;2245,82349;0,07563;1;0
1656;2,83056;1368;8,0619;2229,9126;0,07589;1;0
1657;2,84108;1368;23,72285;2178,99756;0,07474;1;0
1658;2,737;1329;24,91828;2186,15747;0,07549;1;0
1659;2,37261;1258;4,62756;2169,45117;0,07634;1;0
1660;2,3264;1213;14,35722;2124,10498;0,0753;1;0
1661;2,33785;1179;11,35114;2065,23462;0,07359;1;0
1662;2,12266;1139;18,57865;2035,00403;0,07217;1;0
1663;1,80425;1062;22,1378;2011,13757;0,07077;2;0
1664;3,00067;1395;10,94779;2171,04224;0,07254;1;0
1665;3,0982;1313;22,67392;2118,53613;0,07129;1;0
1666;2,95139;1226;28,0354;2071,59912;0,07005;1;0
1667;2,70357;1189;10,59231;2019,09314;0,06809;1;0
1668;2,5841;1158;13,96878;2000;0,06657;1;0
1669;1,49149;949;21,0088;1970,96265;0,05929;1;0
1670;1,94069;1029;19,63028;1959,02942;0,05845;1;0
1671;2,22678;1095;13,36975;1937,94751;0,05691;1;0
1672;2,26072;1086;14,0349;1912,49011;0,05505;1;0
1673;2,31726;1039;8,94064;1883,85046;0,05319;2;0
1674;0;873;5,02012;2000;0,07723;2;0
1675;0,52086;901;9,37438;2000;0,07752;2;0
1676;0,48881;902;9,83911;2000;0,07721;4;0
1677;1,31331;996;16,81643;2000;0,07973;2;0
1678;1,62756;1028;24,37134;2002,3866;0,07947;2;0
1679;3,46756;1354;40,28528;2606,20532;0,08409;2;0
1680;3,49942;1352;26,28954;2633,25366;0,08363;1;0
1681;3,49709;1196;21,19671;2696,10181;0,08598;2;0
1682;3,4297;1148;14,56947;2754,97217;0,08769;2;0
1683;3,29218;1104;20,64272;2787,5896;0,0895;2;0
1684;3,21571;1021;6,05172;2883,85034;0,09106;2;0
1685;3,06219;1009;3,71775;2914,87671;0,09348;2;0
1686;2,90451;1013;16,25623;2901,35254;0,0939;2;0
1687;2,78875;967;14,00987;2859,98413;0,09264;2;0
1688;2,60446;981;29,76914;2893,39697;0,09403;2;0
1689;1,65434;1230;19,39793;2680,19092;0,0969;2;0
1690;1,55165;1228;4,49247;2619,72949;0,09702;2;0
1691;2,0046;1204;20,33519;2588,70337;0,09903;1;0
1692;2,12362;1163;24,18237;2545,7439;0,09991;1;0
1693;1,8166;1155;6,60882;2476,53149;0,09781;4;0
1694;0;959;10,87688;2027,04858;0,09522;4;0
1695;0,9472;921;10,27689;2015,91089;0,09687;3;0
1696;0,65363;897;9,91363;2000;0,09719;3;0
1697;0;883;12,82913;2000;0,09637;3;0
1698;0;873;11,29114;2000;0,09611;3;0
1699;0,56621;870;11,83508;2000;0,09236;3;0
1700;0;888;13,47567;2000;0,09055;3;0
1701;0;880;9,87186;2000;0,08928;3;0
1702;0;884;10,54042;2000;0,08693;3;0
1703;0,50158;881;9,78302;2000;0,08458;3;0
1704;0,74109;944;14,56964;2000;0,09337;4;0
1705;1,16573;964;13,85469;2000;0,0922;3;0
1706;0,94693;964;11,57252;2000;0,08972;3;0
1707;1,08934;975;10,34791;2000;0,08855;3;0
1708;0,5464;958;12,27214;2000;0,08608;4;0
1709;0;894;2,24967;2000;0,08042;3;0
1710;0,5125;870;13,95301;2000;0,07807;3;0
1711;0;818;6,1367;2000;0,07563;3;0
1712;0,47971;813;8,94065;2000;0,07401;4;0
1713;0,48216;825;9,61695;2000;0,07295;3;0
1714;0,93217;1155;5,84587;2342,87988;0,09189;4;0
1715;1,18985;1136;5,58174;2315,03589;0,09266;4;0
1716;1,43042;1122;4,19775;2284,80518;0,09345;4;0
1717;1,7016;1086;10,79707;2271,28076;0,09499;4;0
1718;1,7443;1039;17,72659;2199,68188;0,09553;2;0
1719;2,27345;1262;13,18552;2359,58643;0,08185;4;0
1720;2,04058;1243;6,28068;2328,56006;0,08193;4;0
1721;1,9253;1246;7,0217;2295,94263;0,08202;4;0
1722;1,78928;1239;2,79751;2288,78271;0,08287;4;0
1723;1,50646;1212;12,61821;2273,66748;0,08419;4;0
1724;1,4949;1297;15,48822;2677,00879;0,09382;4;0
1725;0,87991;1287;15,96304;2617,34277;0,09237;2;0
1726;0;1225;9,30525;2536,99292;0,09174;2;0
1727;0,70003;1188;9,59299;2480,50903;0,0903;4;0
1728;0,82653;1164;4,5864;2414,479;0,08931;2;0
1729;0,47474;993;8,59734;2000;0,08402;4;0
1730;1,04643;1029;11,20631;2000;0,08536;3;0
1731;0,80029;1059;7,87482;2003,97778;0,08738;4;0
1732;0,81419;1087;11,65044;2027,04858;0,0871;4;0
1733;0;1051;10,06511;2051,71045;0,08964;4;0
1734;2,50903;625;31,74025;1472,55371;0,03551;2;0
1735;2,2608;597;32,64073;1424,02551;0,03367;2;0
1736;2,17431;590;24,22587;1413,28564;0,03314;2;0
1737;1,81306;449;24,08957;1379,47498;0,03078;2;0
1738;1,37207;370;30,00588;1348,44873;0,029;2;0
1739;2,10256;620;8,66188;1776,05408;0,02446;2;0
1740;2,00505;605;18,91604;1761,73425;0,02404;2;0
1741;1,46096;571;15,40972;1715,19495;0,0218;2;0
1742;1,06142;561;1,3115;1684,96423;0,02034;2;0
1743;0,50559;550;16,26958;1648,36914;0,01848;2;0
1744;2,13529;749;8,11373;1736,67468;0,04251;2;0
1745;1,97235;707;14,25916;1719,17261;0,04157;2;0
1746;1,77883;701;17,1662;1700,87512;0,04069;2;0
1747;1,55265;685;11,89968;1681,78198;0,03988;2;0
1748;1,38275;635;10,92698;1643,59583;0,03795;2;0
1749;0,09885;103;1,57611;1000;0,02722;4;0
1750;0;101;2,84814;1000;0,02596;3;0
1751;0,23044;100;4,1408;1000;0,0241;3;0
1752;0;96;1,95466;1000;0,02216;3;0
1753;0;100;2,18514;1000;0,02068;3;0
1754;0,85564;356;16,37429;2000;0,04473;3;0
1755;0,8893;339;9,80168;1996,42004;0,04345;4;0
1756;0,65445;341;6,52297;1988,06677;0,04213;3;0
1757;0,66049;364;18,24707;1976,13367;0,04083;3;0
1758;0,4994;387;14,11941;1956,64282;0,0413;3;0
1759;1,10422;185;6,79782;1159,90454;0,04204;3;0
1760;0,83855;181;8,89394;1128,08276;0,04018;3;0
1761;0,34783;171;3,52072;1097,85205;0,03831;3;0
1762;0;142;7,70724;1071,99683;0,03643;3;0
1763;0;139;4,78858;1051,71045;0,03496;3;0
1764;0,52126;238;19,02246;1282,02063;0,02545;3;0
1765;0;206;14,75163;1243,43677;0,02309;3;0
1766;0;198;23,82611;1208,43274;0,02132;3;0
1767;0;171;23,14295;1173,42883;0,01956;3;0
1768;0;152;19,56367;1139,61816;0,01782;3;0
1769;0;85;1,38242;1000;0,01809;4;0
1770;0;82;1,38242;1000;0,01598;4;0
1771;0;76;1,27457;1000;0,01413;4;0
1772;0;76;1,27455;1000;0,01271;4;0
1773;0;74;0,97761;1000;0,01056;4;0
1774;0;118;3,05779;1011,93317;0,0313;4;0
1775;0;114;4,01276;1000;0,02903;4;0
1776;0;110;3,14985;1000;0,02789;4;0
1777;0;104;2,93058;1000;0,02564;4;0
1778;0;103;2,18517;1000;0,02378;4;0
1779;0;76;1,66449;700;0,0167;4;0
1780;0;65;4,41795;700;0,01591;4;0
1781;0,11759;58;0,9776;700;0,01425;4;0
1782;0;53;1,11461;700;0,01187;4;0
1783;0;47;1,87996;700;0,01011;4;0
1784;0;18;3,95312;700;0,00247;4;0
1785;0;11;4,05975;700;0,00174;4;0
1786;0;14;5,38361;700;0,00219;4;0
1787;0;13;2,24967;700;0,00212;4;0
1788;0;13;1,87996;700;0,00238;4;0
1789;3,71217;491;23,90325;4982,49805;0,05234;1;0
1790;3,80373;433;16,19542;5116,14941;0,05209;1;0
1791;3,85094;368;21,76747;5199,68164;0,05199;1;0
1792;3,76114;309;17,71931;5262,52979;0,05111;1;0
1793;3,65198;296;16,27988;5214,00146;0,04946;1;0
1794;5,32009;647;11,06349;6884,24805;0,06282;1;0
1795;5,29212;647;9,22057;6871,91748;0,0627;1;0
1796;5,24586;631;11,91854;6846,06201;0,06253;1;0
1797;5,18054;584;16,7861;6814,63818;0,06365;1;0
1798;5,11367;547;9,85779;6783,21387;0,0648;1;0
1799;5,00726;476;14,34193;6717,97949;0,06716;1;0
1800;4,95362;423;30,66831;6670,24658;0,06894;1;0
1801;4,84359;390;30,39552;6599,04541;0,06904;1;0
1802;4,72349;373;5,92588;6550,11914;0,06715;1;0
1803;3,91685;363;4,36393;6524,66211;0,06539;1;0
1804;3,61795;337;12,25374;6496,02246;0,0628;1;0
1805;3,37722;310;5,91793;6465,39355;0,06105;1;0
1806;3,26069;288;7,30909;6433,17432;0,05931;1;0
1807;3,05251;267;5,26829;6400,15918;0,05758;1;0
1808;2,87425;256;6,3403;6366,34863;0,05585;1;0
1809;3,35693;217;20,07962;5255,37012;0,0461;2;0
1810;3,16385;223;19,33032;5233,89014;0,04444;2;0
1811;3,00662;216;5,55624;5249,00537;0,04278;2;0
1812;2,84544;201;14,56951;5141,60693;0,04111;2;0
1813;2,61523;175;11,01408;5112,17188;0,03944;2;0
1814;1,96366;188;1,8544;6115,75195;0,04928;4;0
1815;1,9198;175;7,20597;6107,00098;0,04762;4;0
1816;1,69113;154;0,9776;6055,68799;0,04601;2;0
1817;1,62345;162;9,96894;5990,45361;0,04442;2;0
1818;1,41398;156;6,77018;5959,42725;0,04276;4;0
1819;0;257;17,79492;3953,06274;0,03881;2;0
1820;0;286;28,64729;3891,80591;0,03713;2;0
1821;0;253;30,71825;3837,70874;0,03547;2;0
1822;0;272;29,17848;3809,86475;0,03315;2;0
1823;0;262;26,12996;3796,34058;0,03199;2;0
1824;2,21007;120;17,25445;2959,42725;0,03183;2;0
1825;1,87168;131;15,50207;2956,24512;0,02962;2;0
1826;1,33854;128;11,85401;2951,47168;0,02744;2;0
1827;0,78089;123;7,43595;2934,76538;0,02558;2;0
1828;0,9589;120;12,7346;2915,67212;0,02373;2;0
1829;0;183;7,13421;4554,49463;0,01786;3;0
1830;0;199;18,39244;4583,13428;0,02024;3;0
1831;0;189;10,54041;4532,21973;0,02131;3;0
1832;0,82258;172;22,61602;4581,54346;0,02288;3;0
1833;0;142;9,96439;4630,07178;0,02427;3;0
1834;0,54649;233;11,97887;3766,10986;0,02782;4;0
1835;0;244;15,56333;3724,74146;0,02621;3;0
1836;0;204;20,71811;3721,55933;0,02436;4;0
1837;0;208;16,19277;3690,53296;0,02205;4;0
1838;0;198;17,15859;3644,39136;0,02043;3;0
1839;0,5988;178;15,12512;3567,22363;0,01791;3;0
1840;0;153;19,35996;3529,83301;0,01558;3;0
1841;0,59173;116;14,38779;3564,65869;0,01415;3;0
1842;0;104;11,00993;3590,39087;0,01265;3;0
1843;0,50923;108;9,14513;3589,95825;0,01078;3;0
1844;0;93;16,38477;2961,01831;0,0195;2;0
1845;0,6303;62;12,12465;2929,99194;0,01706;2;0
1846;0;72;19,94014;2955,44946;0,01599;3;0
1847;0;75;16,00067;2964;0,01434;3;0
1848;0;86;18,11875;2981,13208;0,01228;3;0
1849;0,34713;159;3,76852;5643,5957;0,0358;4;0
1850;0;150;1,23651;5683,771;0,03744;4;0
1851;0,33871;148;0,61833;5636,43604;0,03858;4;0
1852;0,52938;152;0;5575,1792;0,03898;4;0
1853;0,74245;136;7,25773;5517,8999;0,03944;4;0
1854;0;115;2,18514;5155,13135;0,03086;4;0
1855;0;102;3,10413;5046,1416;0,02903;4;0
1856;0;96;3,39694;4902,94336;0,027;4;0
1857;0;92;1,31149;4794,74951;0,0252;4;0
1858;0;80;1,11461;4731,10596;0,02562;4;0
1859;0;72;1,80219;4346,85742;0,01793;4;0
1860;0;67;0,87441;4366,74609;0,01794;4;0
1861;0;70;1,23651;4435,16309;0,01808;4;0
1862;0;70;2,1632;4474,14502;0,01833;4;0
1863;0;79;1,27455;4512,33105;0,01873;4;0
1864;0,13966;80;1,5455;4466,18945;0,01658;4;0
1865;0;87;3,1498;4450,63672;0,01556;4;0
1866;0;99;4,15224;4461,66113;0,01403;4;0
1867;0;102;5,62378;4495,54639;0,01233;4;0
1868;0;105;5,88599;4546,64502;0,01185;4;0
1869;1,42377;497;26,40733;1848,84644;0,06558;3;0
1870;0,9406;511;21,85553;1819,41125;0,06631;3;0
1871;0,51067;496;17,79513;1784,00952;0,06589;3;0
1872;0;512;9,50134;1780,42957;0,06771;3;0
1873;0;523;10,76319;1741,44788;0,06918;3;0
1874;0;544;7,6098;1862,37073;0,09266;3;0
1875;0,59204;585;10,92705;1854,01746;0,09167;3;0
1876;0;620;8,2501;1891,01038;0,09321;3;0
1877;0,82353;639;19,03953;1917,66113;0,09457;3;0
1878;0,22087;697;3,283;1935,56091;0,09501;4;0
1879;0;589;11,11281;1771,67859;0,08203;3;0
1880;0,23047;591;1,54551;1794,74939;0,08307;3;0
1881;0,50315;601;4,15227;1828,95789;0,08349;3;0
1882;0,62127;619;5,91795;1861,17737;0,08393;3;0
1883;0,47651;639;6,05172;1892,20361;0,0844;3;0
1884;0,76697;466;17,74535;2620,52515;0,08881;3;0
1885;0,99127;459;10,16931;2540,97046;0,08629;3;0
1886;0,44358;460;4,38563;2470,16699;0,08545;3;0
1887;0;482;7,33466;2420,84326;0,0858;3;0
1888;0;503;12,50763;2395,38574;0,08737;3;0
1889;0;515;7,63429;1937,54968;0,08609;4;0
1890;0;542;10,34789;1957,43835;0,08531;4;0
1891;0;544;10,83492;1944,70959;0,08297;4;0
1892;0,41102;572;7,43593;1958,23389;0,08104;3;0
1893;0;585;4,5864;1980,11133;0,08149;4;0
1894;0,31761;347;5,02018;1504,77332;0,07038;3;0
1895;0;365;4,45003;1517,50195;0,07117;3;0
1896;0;390;8,78406;1531,02625;0,07285;4;0
1897;0;415;8,3398;1554,09705;0,07468;3;0
1898;0,35976;432;7,8749;1570,00793;0,075;3;0
1899;0;238;8,33969;1219,96814;0,04042;3;0
1900;0;210;13,47559;1189,33972;0,03978;3;0
1901;0;192;8,03875;1177,80432;0,04101;3;0
1902;0;181;9,43812;1142,80029;0,03955;3;0
1903;0;190;16,70221;1101,43201;0,03835;3;0
1904;0;300;10,76331;1440,73193;0,05963;3;0
1905;0;320;9,01803;1446,69849;0,06064;3;0
1906;0;319;4,87675;1434,36755;0,06053;4;0
1907;0;335;3,71777;1468,57593;0,0628;3;0
1908;0;348;1,11462;1490,45349;0,06436;4;0
1909;0;173;9,68374;2000;0,01052;3;0
1910;0;157;3,76853;2000;0,00876;3;0
1911;0;145;5,58167;2000;0,00698;4;0
1912;0;130;6,91411;2000;0,00534;3;0
1913;0,37708;102;8,72575;2000;0,0038;3;0
1914;0,66961;162;5,13198;1116,14954;0,04897;3;0
1915;0,80576;180;2,76321;1126,8894;0,04918;4;0
1916;0,4262;196;2,4719;1169,05334;0,05125;3;0
1917;0,55098;202;3,52073;1201,27283;0,05299;3;0
1918;0,2317;213;4,70877;1230,3103;0,05353;3;0
1919;0;69;12,89501;3817,67944;0,00941;3;0
1920;0;53;12,31597;3778,3252;0,00831;3;0
